carID,price
89856,6854.661601671687
106581,22866.64755503564
80886,13910.322960661935
100174,17145.399886661795
81376,23431.83104867828
85391,10394.502482802187
82175,14419.694868199273
95250,14815.531378373113
85071,4933.700398869493
96210,17546.278312597147
80317,27213.470182567446
92731,20993.735506038007
107704,9713.65088970506
98302,7208.891676511222
107055,22679.178326883743
94621,41565.20295786736
91709,15829.729761647717
98193,46451.751028474224
76189,17905.0881856512
86871,12248.6905902718
102917,6719.799803959702
90923,26014.200075880493
101603,8554.815220461896
94196,21359.723144219217
85174,15715.588465602197
103370,12386.464367165234
107877,16013.354418658342
79567,15373.316405525986
90091,9948.054263937382
76169,12626.329232713068
98708,11064.129210990423
107347,22231.465597066523
89583,9849.109548448294
101591,11825.173553833298
92160,16427.58883649979
99676,11566.294269490787
85354,17021.489788271116
81900,11850.702150230889
80345,22055.36876554656
78509,32366.614816175395
100872,9853.218196677459
95087,27285.378156760737
86027,16354.900464178947
89135,14391.423904170986
80557,25902.17716110077
108092,20674.88230107399
102672,16885.93227173597
83022,8031.314593378847
78398,20307.798139650684
95889,28774.09232719261
81117,45954.7368417563
93730,18779.380993945433
101380,9737.565544737306
81772,27048.647978269986
85304,11182.999663417366
86107,6432.072757748522
88696,15280.363267879313
104350,19366.913703186034
87331,11978.268135204553
85206,15934.747344903873
107445,24588.120112662906
106539,28226.557264509
98712,20959.954283861578
96875,12615.03788495051
108464,22116.713514745246
99890,7940.393604398393
87771,17571.034065668377
79442,21031.911703532336
84170,10959.014401706929
103045,15532.400703290727
101544,3794.7322509863234
77350,10449.192143636652
89225,14324.88395735512
79565,53907.6467695923
82849,10633.171068535466
94360,19947.720171012195
103040,6656.365426850971
105101,46506.04803011184
97077,12149.69760873676
98674,12784.052070751228
93447,28975.080934254132
84951,21337.32944839419
91953,10680.294430179689
102101,8057.580738970426
92604,30268.70853949263
89010,9402.37171613438
102729,9397.705958145169
88024,10338.89365541436
104367,11785.288889742547
101230,11247.522954105807
82524,18817.76122362642
95279,46389.33423620193
106098,12486.42658137567
89749,8595.24116696158
101277,6937.308573807994
108016,27230.179377670524
81259,27914.096470195233
97434,20985.47831595439
105289,27727.84710729517
103379,9987.106258967586
78317,30945.959327202316
104166,19671.634955172904
106660,30930.10431981772
107490,11436.605809799086
90684,13377.179359780259
90032,7024.578541130223
79481,19275.005885841343
102524,9375.645790746865
100778,17185.043604002105
77810,14402.917783564504
98979,13374.243795741573
76558,18405.064193658865
94550,21266.13612585708
107246,6415.339522176531
77429,26428.886356546296
106105,12503.964490477354
105213,9660.127021823042
102747,12484.649205405669
104958,15335.039971999482
96036,16729.26455720824
92310,22643.959105054724
100837,6550.761665893595
82858,11291.466005959328
90119,11353.697327013691
77304,21364.70504238573
89011,11414.76749887838
84623,16791.01268455859
99665,22768.183424955354
100592,9998.337448967415
82623,10644.844184984106
92035,18774.572755526002
84305,10750.74423246945
92903,8128.460652547642
93398,19386.26522596289
108067,18389.969117204913
85062,8316.292405896273
81727,37493.862214557455
95637,10822.815399398663
89690,8041.436522790878
83240,17001.8916184132
89711,8319.940656494471
96945,10158.060520785291
104924,22551.217757319926
79633,20242.085104196893
89582,4639.701513338479
98080,7459.3677711727905
85992,6984.87373298216
86712,12789.795804686588
105767,13166.681478498154
100590,9294.041544795706
104574,16579.29294553962
97246,12083.64839726393
78141,17872.009096109075
91590,27854.001165853642
80767,14047.744099384003
100344,14627.780548031498
88987,20930.797591145867
96479,20691.00931749101
90598,9073.114590669744
83880,8117.072845223937
86802,13068.272321453398
103078,15880.442043660632
84736,9357.928339516166
84196,2815.229503616787
102062,10356.207292307523
90110,5866.875448776452
102907,12091.985351625677
81776,24868.928453638415
102431,6194.296280877648
80442,14666.253668809195
78656,28885.739673658078
78537,35076.661994912385
102511,8248.242737031414
93612,19793.047030602746
99284,8033.367770137922
96315,15083.081516403832
94305,51196.091963592145
100636,11085.581528898645
81816,14975.324002902333
100352,16254.494566196836
101476,10490.156170951075
93392,33879.08784894009
93995,22739.316135924986
94261,30525.60368273431
89117,15915.426100000735
86506,2354.46297302792
88456,6574.3159960467865
84134,10732.373163091685
81088,11504.820534234024
103960,11260.011649766368
84925,12660.786837450358
97306,9956.401256684867
83752,7573.233189387184
100696,3710.162715163156
76472,11623.184192479279
101128,13381.891933458981
105932,14480.443171139832
86416,7405.686946367288
79616,26996.128597392457
83395,14539.009806554877
88734,11455.596889527265
106676,18028.538182484925
102442,10223.201054335404
88761,16834.954138843816
79708,28752.300965271792
96808,19148.79273581338
103755,9569.401816648806
86273,17862.642199368995
97635,26670.00978367176
80797,24479.255105843844
108000,18860.006141250735
95126,39836.62236316552
105187,30726.447065165125
81613,20414.34171848848
103906,6568.879806044121
105729,7953.3963304633335
100637,16938.12282583719
82861,7881.0805992165515
107823,14062.065173166782
85274,14930.083908530303
88926,14670.777949161546
87871,11035.803368245546
97970,7012.294916720077
98044,7785.845268436761
90277,7674.13099410425
85647,11798.89618242531
107447,18425.446649431968
79418,8136.547107276477
80383,27104.408193714058
79894,16684.037358047543
105875,7357.758476961433
86032,12186.740667083426
104423,15655.970960833743
78437,14103.846325427334
79480,18654.228046115146
89973,5872.726749971121
94007,28782.783195328
93952,14926.834326103384
84548,3154.9107781682096
97885,11503.460020571347
86571,10292.104194549302
77839,37590.11937182142
102201,5746.213446739166
98731,7987.034239980554
82395,18262.281130300762
76816,32849.41409925913
97956,8031.255909783436
86012,12507.59132314625
106393,21303.830335996623
81832,20123.32211084755
82787,19522.38302430607
103974,6616.591326745209
100725,10532.41111900157
86552,7084.317568507426
80174,13455.46169977078
99189,15304.331067210163
102543,13278.796804501162
98518,14151.664095977963
100334,9805.51611784448
92673,18304.776841921725
88008,12230.988422518254
105207,25159.529649165357
106462,23451.313966763355
106106,15271.83133013533
79705,17234.1174957582
108193,16816.188953228906
89668,8091.9523528778345
86435,11892.993768588613
101281,11296.299212115622
104753,27699.562647348237
79004,16379.658577402204
89732,3037.9450863869365
89201,12953.051554750458
87282,12660.381378707983
101589,10207.498069396519
87352,11444.262105597843
103388,10122.533516544963
93619,16951.425851119016
101941,6521.7346511671585
106533,13438.957385862828
90018,24980.24808480726
101265,15794.145217432862
104255,24053.720628023468
80093,27048.647978269986
82433,7682.8748143389885
77254,23569.484822783146
106400,26229.04093949979
79847,10005.171351322417
95735,29272.210277317397
106733,19294.61228147022
76318,19382.106994241592
95966,12800.727660096225
101690,10316.966292401357
82845,15775.274777383333
96266,21050.405879519556
104175,28931.83291735032
97347,13725.647916855123
92730,48444.270186041394
84738,8986.192987967715
102596,5620.2356853781275
78356,29324.076308364583
94062,30745.868603694034
101662,6877.973014688082
81715,28317.48885871306
103046,11614.207939854776
108133,6808.325027597594
96302,13210.768974851584
83859,21823.61909115052
104815,17382.441688305775
95903,27087.119047650056
79683,10010.173005055618
88888,20186.331490530083
80529,24041.077959208655
81898,70105.64699253728
83435,9901.739972942643
80448,13973.53189186528
79241,32735.449516634926
76056,19409.98105552713
76342,17167.910822394206
98238,9650.327009618497
85878,7978.382941663838
102846,10572.827764015663
90215,3506.09508204886
79635,56385.25088022261
77561,10918.447665289594
101151,12998.919256837515
93594,25992.0427904463
78703,37661.41363583766
87596,7553.465894292722
92572,18856.894857396623
90757,8083.746880049791
95881,20360.039888766318
98008,13398.395392456834
84805,9083.578159894636
100888,10363.692009596809
82504,15934.391794848514
82177,14726.270482020955
89472,33646.13299524465
82301,16436.198677263506
106483,8855.227089412183
79808,13305.933460918412
83412,17111.350067216757
89386,17766.52500617696
89889,21568.0605911377
108249,16640.6459225027
98252,8747.706425733339
83525,9660.505473666164
102595,10016.237379769183
94255,11853.405148548629
91259,25959.04106924559
99539,6897.53915918591
97379,24177.89491732249
104452,25263.380700043275
88479,11115.607930575687
95424,32188.084604222164
94732,45816.99485662805
89025,10313.140272768775
89497,38896.6438010668
92405,14679.405067586084
95346,16061.868937371966
91337,17260.78510906058
97739,12814.292468776983
81087,12010.017923305713
80661,11146.378448325862
105537,12741.281121897131
81073,28192.51792033439
102770,9821.775835799566
99299,9669.379835338712
77528,19078.125913533146
95278,30472.23781650952
106536,17907.64528329784
79421,14918.749940063999
105026,24328.088673884784
97887,11474.075093130175
106163,17277.046367249422
103242,10825.160087909057
103098,8070.6163445264665
76195,15550.209119639281
103418,10524.816074891838
102091,12305.534471811803
102341,7760.182107770175
100315,20983.79559500148
100377,7853.453982050397
78857,21270.23194192329
93748,27980.93987439926
107891,9669.13391996384
77063,27774.573136388182
86916,8263.893741832626
108347,9791.645404097279
94475,18290.288363509928
100383,11351.664766956997
80618,32541.302362227358
98926,10121.856303512144
77228,14377.530561043362
106915,15336.16703265265
92594,11730.933755712558
80745,33701.57933805384
78361,11131.050813516056
95725,26357.804546637344
105171,6463.014296963808
87007,9730.675293143042
104121,15975.13949395578
92877,15975.019890088271
108335,45306.417186169565
101357,13538.061085229816
89325,9797.738512163374
103144,7860.676637368132
101413,6494.8379291663905
85182,10906.00073263061
84097,17271.61843641976
101970,5789.175047216651
98315,5264.262154071958
89048,10984.690238904119
106141,8560.72663652325
87105,17109.157362442453
88472,12565.087970215156
93361,16095.458774205037
87040,7932.033381668526
99831,11690.265179744712
95677,12273.235923363167
89770,6509.6898302142445
77371,27358.607050413157
107143,19028.137815138132
100271,11978.078799483901
83905,11588.642610810362
101531,15903.86794603982
90617,7963.175636655377
83895,18286.876701345307
89453,14030.311398556489
106012,20432.90433002511
76381,20427.196892673495
106986,15945.060560930458
84143,12543.476510717084
91665,42704.10786982939
81350,13960.778900840449
80422,13200.859904217234
84794,6324.902729524385
81156,29596.215059341903
77082,34786.61307063531
97356,9470.80736197085
82730,17230.45724861782
99244,9845.74317985263
85538,15760.820506107835
101585,11159.725847552518
90288,9811.689493404085
98799,3017.408260911944
93547,21289.170087418966
85142,9305.299999362129
82012,32269.785935146076
89654,15415.67779984767
102304,13282.761892716024
79288,41702.25176355112
77400,10943.727862330872
98597,6077.158700019545
103156,8325.551886227939
95446,27717.466393558614
97036,9059.528628026019
101401,8640.312146227348
80817,10650.652889731311
84078,6710.575013302062
95390,27401.06967916918
79883,24899.593198865467
104059,13113.315753017285
103041,11382.654591897497
81651,13233.70403794825
100432,10804.034008597788
84933,14000.335768525096
81600,17627.082265062316
78379,7909.034630273663
90816,7878.032670020977
107414,9147.339595095582
105633,21038.995567246344
99508,7368.634161635416
100874,8454.308786213915
104208,17160.248636219276
84774,11917.488656037485
96518,13089.770700275732
91543,21280.54670127508
107146,19975.996565763515
94426,16014.312124638702
99059,9264.285260027367
96640,8113.072330142793
81277,9197.169185180002
102409,12595.271854752427
104800,13239.599624733102
107498,18449.44572590742
90942,44267.65706631478
80202,22126.525224871817
76794,16626.986893857196
88973,13821.645257048549
91958,58828.959344064526
80562,19170.622690835076
103486,7381.270064457052
95237,16270.065897693812
105569,14907.254030921951
106560,26552.84588143374
