carID,price
89856,16926.055199574326
106581,21620.30193606503
80886,16933.171338437372
100174,18855.521542345763
81376,21951.716066213827
85391,8802.531321124523
82175,14223.627655595827
95250,16553.652450609836
85071,3006.2884967452096
96210,20147.677825717117
80317,25888.09958931135
92731,24891.84099360944
107704,9772.645735866847
98302,7619.330520508399
107055,20829.237497028924
94621,34746.02466346242
91709,9356.05808397587
98193,39525.278146870405
76189,19006.956614342438
86871,11962.72740770084
102917,5698.608335718817
90923,25989.873243382477
101603,14128.667697136238
94196,27758.509745933923
85174,14174.314793859672
103370,12563.627840874833
107877,15828.808437031557
79567,18000.57202033625
90091,10495.436964610148
76169,16149.824209966404
98708,12074.853555510563
107347,22497.81858311344
89583,11748.36264591734
101591,15473.713749683395
92160,17596.668051686043
99676,13165.055452804598
85354,14896.4065260354
81900,12481.804503364478
80345,26261.45558880973
78509,30225.719242458697
100872,7989.866912098629
95087,25117.64200571081
86027,14510.552897367073
89135,15644.966454533467
80557,24407.044838533366
108092,10693.284978753993
102672,18079.17161101417
83022,4914.720931861755
78398,21812.165871320172
95889,27841.871447906058
81117,47338.3646677254
93730,20032.01339142344
101380,13928.158845712622
81772,26759.83164776928
85304,11441.518840147955
86107,5624.4765505617415
88696,14925.63456425451
104350,20484.090798717596
87331,12125.17144360023
85206,13768.594333935105
107445,23943.507283476276
106539,26493.670274686578
98712,24693.647717547014
96875,12557.798075764533
108464,21640.30490024475
99890,8592.559673099386
87771,18022.920012398026
79442,21769.112125722022
84170,10112.064398847227
103045,15143.194935965454
101544,-2029.701290053903
77350,9442.66525862026
89225,12258.124491916797
79565,45644.03124955518
82849,11562.668721570959
94360,24423.362352595097
103040,6735.848647302802
105101,38385.11448640055
97077,14044.913876862547
98674,13679.405918120343
93447,32420.237263876552
84951,18987.60860113841
91953,11355.333634194449
102101,6098.550839166043
92604,27287.31127434165
89010,9247.354103593687
102729,9861.372051206681
88024,6215.451430542671
104367,13686.901203023643
101230,10785.419193832886
82524,17295.692026110035
95279,32791.57316080944
106098,12236.258328439508
89749,10598.670657970488
101277,7245.705777609252
108016,25057.157203374576
81259,26850.128377760673
97434,22776.924383397927
105289,27249.91915392901
103379,8205.098017688153
78317,32185.505715477157
104166,19897.854726372672
106660,24868.675705707858
107490,14267.04494056966
90684,13921.197389168141
90032,7918.643954318331
79481,20766.03392126564
102524,7213.186506834122
100778,18258.197445357517
77810,14250.244775496969
98979,13941.53930645507
76558,23367.588061354705
94550,30704.556161435736
107246,3924.8158740985505
77429,26636.900657670907
106105,13504.248041603641
105213,11651.0275123872
102747,13887.315519086646
104958,16765.526836632973
96036,20530.011359538657
92310,25279.060492565775
100837,6128.282500123553
82858,10634.232510127262
90119,8725.923571878904
77304,24483.06830890812
89011,11034.658249381011
84623,15448.954041569967
99665,26285.60163863434
100592,9744.088410117156
82623,9622.10538040356
92035,21971.685300636316
84305,9917.51800357265
92903,6298.396059026659
93398,22942.029794770897
108067,22465.400794840876
85062,9856.984680366695
81727,35019.95307859463
95637,10572.44361064641
89690,6402.197412503165
83240,19423.34658663954
