carID,price
89856,12541
106581,21914
80886,13807
100174,16498
81376,23794
85391,10497
82175,14401
95250,14937
85071,5151
96210,16523
80317,26521
92731,21459
107704,10500
98302,7530
107055,22445
94621,40790
91709,17958
98193,46458
76189,17225
86871,12630
102917,6783
90923,25200
101603,11668
94196,21323
85174,15922
103370,12746
107877,16823
79567,14296
90091,9281
76169,13636
98708,11426
107347,21133
89583,9211
101591,11221
92160,16429
99676,11376
85354,18746
81900,11576
80345,22867
78509,31403
100872,9675
95087,26615
86027,16172
89135,13954
80557,25787
108092,20807
102672,16609
83022,8555
78398,20121
95889,30102
81117,45509
93730,18655
101380,9389
81772,26208
85304,10808
86107,5773
88696,16895
104350,19730
87331,13894
85206,16251
107445,25114
106539,28535
98712,21147
96875,13681
108464,22576
99890,7919
87771,17258
79442,21861
84170,10884
103045,15387
101544,3817
77350,11089
89225,14608
79565,57520
82849,10077
94360,21305
103040,6611
105101,45074
97077,11491
98674,13669
93447,28814
84951,20768
91953,10541
102101,8350
92604,30420
89010,9201
102729,9804
88024,10922
104367,12482
101230,11185
82524,18417
95279,48202
106098,12399
89749,8731
101277,6450
108016,27031
81259,27696
97434,21159
105289,24908
103379,9913
78317,31875
104166,19471
106660,31373
107490,12244
90684,13822
90032,6670
79481,19123
102524,8841
100778,17526
77810,15056
98979,13312
76558,18981
94550,21346
107246,6162
77429,27139
106105,12405
105213,9507
102747,13856
104958,16054
96036,17436
92310,22759
100837,6186
82858,11313
90119,10762
77304,22926
89011,11202
84623,16502
99665,22574
100592,10038
82623,10815
92035,18820
84305,10565
92903,7521
93398,19664
108067,18750
85062,8152
81727,38066
95637,11093
89690,8392
83240,17571
89711,8369
96945,10551
104924,22821
79633,20013
89582,4663
98080,7462
85992,6696
86712,12932
105767,13349
100590,8971
104574,16357
97246,12991
78141,18054
91590,28958
80767,13436
100344,14578
88987,21083
96479,20918
90598,8738
83880,8345
86802,12301
103078,16143
84736,9611
84196,3606
102062,9954
90110,6092
102907,11663
81776,24529
102431,6548
80442,14809
78656,29348
78537,34670
102511,7383
93612,19679
99284,7982
96315,15689
94305,40550
100636,11082
81816,15508
100352,16071
101476,10409
93392,33592
93995,23075
94261,31374
89117,16069
86506,2442
88456,6643
84134,10869
81088,12308
103960,11240
84925,13446
97306,10392
83752,7103
100696,4557
76472,11294
101128,13298
105932,14449
86416,7073
79616,26212
83395,14059
88734,11547
106676,17969
102442,10301
88761,18698
79708,28719
96808,18763
103755,9805
86273,18006
97635,27117
80797,24294
108000,18808
95126,39251
105187,31905
81613,20913
103906,6903
105729,8059
100637,16477
82861,7809
107823,15557
85274,14724
88926,14713
87871,10725
97970,6788
98044,7962
90277,8053
85647,12638
107447,17682
79418,8046
80383,27197
79894,17400
105875,6972
86032,11999
104423,16173
78437,13836
79480,17580
89973,5452
94007,25896
93952,15305
84548,3522
97885,11151
86571,10409
77839,37064
102201,5415
98731,7917
82395,17702
76816,33208
97956,8575
86012,13103
106393,21740
81832,32096
82787,19279
103974,6744
100725,10213
86552,6819
80174,13834
99189,15320
102543,13253
98518,14338
100334,9680
92673,19821
88008,11829
105207,25706
106462,24833
106106,16785
79705,18651
108193,17200
89668,8164
86435,12223
101281,12489
104753,26463
79004,16560
89732,3211
89201,13025
87282,13423
101589,10682
87352,11624
103388,9864
93619,17343
101941,6473
106533,13656
90018,25202
101265,16191
104255,22234
80093,26245
82433,7744
77254,22584
106400,27407
79847,10584
95735,29656
106733,21106
76318,20150
95966,18006
101690,9694
82845,15970
96266,24097
104175,28587
97347,14220
92730,50304
84738,8976
102596,6483
78356,28923
94062,30900
101662,7471
81715,28693
103046,12283
108133,7248
96302,12378
83859,23089
104815,17339
95903,26802
79683,10441
88888,19804
