carID,price
89856,7624.6277318452185
106581,21869.900923582027
80886,13979.087470465909
100174,17180.568334422092
81376,22309.38508004353
85391,10377.121715601326
82175,14456.862942193911
95250,14491.186502310873
85071,5127.977597655155
96210,16718.940152517844
80317,27597.72229614424
92731,20971.735149915272
107704,9995.71582508524
98302,7237.9585002826625
107055,23296.39085916876
94621,41097.54806189293
91709,14723.922541857426
98193,45867.155340443285
76189,17894.873450336232
86871,12508.923386414255
102917,6671.598062738524
90923,25960.852311310093
101603,8967.125604201878
94196,21382.429852334262
85174,15820.340419654327
103370,12471.499523795197
107877,16088.353972877589
79567,14450.398289905246
90091,9509.852629077275
76169,12563.25285197941
98708,10480.672855738958
107347,22032.01042507767
89583,9793.367330054385
101591,11738.455754444103
92160,16386.534872554046
99676,11766.45613444241
85354,16903.54813420002
81900,11748.878262996917
80345,22001.49481270805
78509,31461.063653146895
100872,9436.12704983435
95087,27280.012363001148
86027,16446.253671159222
89135,14499.463343465415
80557,26357.003037618208
108092,20504.839595379533
102672,16942.789935039156
83022,7867.913639739759
78398,20150.14309842521
95889,28739.549735866265
81117,45531.238646753816
93730,18425.332992431748
101380,9823.880629368883
81772,27457.45015966689
85304,11172.924218961223
86107,6208.556846206228
88696,15585.834738926707
104350,19656.996994087862
87331,12183.797829452087
85206,16172.740864361967
107445,23165.27484851362
106539,28481.167007351607
98712,21033.88126222131
96875,12941.44804685739
108464,22009.142372275583
99890,7947.779003100943
87771,17467.500197267174
79442,21067.302401871068
84170,10929.377633948123
103045,15489.610449494845
101544,3755.6548533508076
77350,10661.774053836783
89225,14446.212302389367
79565,53646.427293533285
82849,10473.472746931036
94360,20370.653777828044
103040,6623.578451064565
105101,46050.8580510647
97077,11944.370348677816
98674,12712.850272853058
93447,28567.268694088056
84951,20932.90709061777
91953,10309.743774516855
102101,8235.885070093736
92604,30443.354199587655
89010,9461.762119181158
102729,9320.712724117891
88024,10296.123118020481
104367,11938.209030885668
101230,11026.782483746862
82524,19397.588385650848
95279,47360.94328035213
106098,12263.811321520485
89749,8634.47942872491
101277,6865.6597077698725
108016,27117.935240320854
81259,27322.426188321788
97434,20804.95659832825
105289,27126.45448155876
103379,9741.846746526913
78317,30554.31651819257
104166,19704.47199037448
106660,30778.766569048425
107490,11851.232361978477
90684,13631.299358308557
90032,6976.852845785275
79481,18864.62501939781
102524,9586.209198298291
100778,16945.328575170486
77810,14355.816196003236
98979,13170.149788650655
76558,18958.637087315565
94550,21601.546388383023
107246,6352.476077356484
77429,26145.058342525805
106105,12335.449451858634
105213,9639.631977140565
102747,12503.224557762918
104958,15497.348094325498
96036,17076.942875742825
92310,23160.24852178529
100837,6418.753056048481
82858,11221.11202764023
90119,11391.65598211316
77304,21799.940788223867
89011,11256.346448495044
84623,16744.55934605988
99665,22413.276388401304
100592,10017.084880249913
82623,10550.901866026514
92035,18759.45397329522
84305,10859.138644879034
92903,7944.893657326583
93398,19404.151121874467
108067,18810.501179395582
85062,8385.99706823878
81727,37805.96029232845
95637,10309.54941659067
89690,8220.058409010198
83240,17217.368119588602
89711,8341.758458962266
96945,10133.202554229261
104924,22712.41925620752
79633,20242.917047802333
89582,4634.865458007115
98080,7547.028275092012
85992,6705.813307292283
86712,13020.896620067473
105767,12870.378329002417
100590,9116.629130020234
104574,16106.32116672053
97246,11763.567612887528
78141,18153.738219886895
91590,28734.04663679089
80767,14116.82225812462
100344,14990.708842701117
88987,20941.919913614653
96479,20971.717629012564
90598,8950.609468365581
83880,8089.206658908873
86802,13243.15814593615
103078,15742.960495935391
84736,9480.218546988668
84196,2867.1091166078368
102062,10340.287476636522
90110,6283.131854704688
102907,12534.790660786912
81776,24653.823484752556
102431,6350.71709376215
80442,14611.701721555157
78656,28595.754087960766
78537,34636.958247723815
102511,7782.579594725878
93612,19412.921649650652
99284,7964.169004216348
96315,15591.240642509407
94305,50099.88523149242
100636,11166.800736219437
81816,15262.229621815402
100352,16204.293986982639
101476,10524.047780212903
93392,32882.305088678884
93995,22741.839495072796
94261,30534.84659315624
89117,16241.688045624138
86506,2555.322369050045
88456,6658.504326945954
84134,10837.862410673708
81088,11597.829205453043
103960,10978.77350950834
84925,12374.53427234346
97306,9929.184968047435
83752,7591.85760064549
100696,3776.2655614046776
76472,11447.005146845187
101128,13051.708538221774
105932,14310.521057342488
86416,7314.15955128016
79616,27602.36566173001
83395,14515.003902104116
88734,11378.902402312648
106676,18001.375420486387
102442,10330.192321884839
88761,17406.91720718097
79708,28762.548921329217
96808,18865.04021453146
103755,9131.180671171584
86273,18476.493206655552
97635,26544.66260287011
80797,24026.339542435442
108000,18659.297837859587
95126,38183.42908664899
105187,31324.43654106176
81613,20744.788244814034
103906,6670.038856928627
105729,7825.006100587148
100637,17186.12222251576
82861,7821.196529742353
107823,14483.801879040388
85274,14687.652357393496
88926,14804.759433807274
87871,10957.736369550554
97970,7060.358042785591
98044,7697.42971980662
90277,7542.434792804192
85647,12479.440727649371
107447,18107.770115905783
79418,8014.575289741254
80383,27035.86166238499
79894,16580.265682720896
105875,7384.754897369551
86032,12098.916900411052
104423,15381.319504523493
78437,14243.821942649594
79480,18326.49893760764
89973,5689.303611705776
94007,29444.515901470946
93952,15481.06909052874
84548,3115.018918487321
97885,11660.269783763173
86571,10289.613236036124
77839,37621.103622164796
102201,5603.353171876089
98731,8062.171381843468
82395,18630.021174255508
76816,33164.17775691865
97956,7965.769112792463
86012,12742.81280671598
106393,21349.15126355588
81832,22180.936346997965
82787,19557.329631881898
103974,6500.059409246057
100725,10738.404453798941
86552,7193.34920255202
80174,13279.790339348003
99189,15399.429283231706
102543,13157.588440586622
98518,14088.041141356925
100334,9934.698358658385
92673,18554.222367824786
88008,12132.097050847991
105207,25154.582226987655
106462,23743.11281903195
106106,15562.726595682825
79705,17361.281073155675
108193,17126.576395439573
89668,8366.029485465604
86435,12149.946655322849
101281,11441.76364759026
104753,27153.357823509614
79004,16448.800557972787
89732,3091.964939007457
89201,12859.81541056693
87282,13144.389175078792
101589,10079.872915933887
87352,11331.797362177196
103388,10125.564109115903
93619,17580.21477090375
101941,6480.365017653975
106533,13484.893812340491
90018,24711.650159545447
101265,15678.185605091277
104255,24650.9493797938
80093,27457.45015966689
82433,7718.587374031009
77254,24135.65468364654
106400,26487.472691626313
79847,9628.720680943732
95735,29311.172635108975
106733,19706.35531089486
76318,19304.714639432048
95966,13078.345279088091
101690,9971.765416990056
82845,15918.643916779405
96266,22439.46778167302
104175,28655.769088580753
97347,13853.758011396134
92730,48149.353907601406
84738,8931.432366553036
102596,5700.983356312293
78356,28984.013829483174
94062,30911.15306422595
101662,6870.540020220413
81715,28824.90046108848
103046,11599.641754709719
108133,7238.319749559077
96302,13300.413837347913
83859,21384.79637044403
104815,17759.269347685455
95903,27289.748713095887
79683,9878.636761339005
88888,20217.409630797654
80529,23833.34791992054
81898,71940.95513926183
83435,10064.625478636894
80448,13921.534842904972
79241,32463.47961210803
76056,19967.702632246594
76342,17075.121163983215
98238,9557.2591443129
85878,7970.959283261443
102846,10339.587767291034
90215,3593.86606230515
79635,56112.44023493021
77561,10915.092319461322
101151,13113.285638235262
93594,26527.0185258412
78703,37220.01141214183
87596,7503.144216335577
92572,18847.007392262076
90757,8095.193819145801
95881,19791.545271819654
98008,13370.1740883937
84805,9146.830672439311
100888,10372.472548632906
82504,15928.95389085484
82177,14879.032693541189
89472,34292.92768183201
82301,17169.81678082943
106483,8887.144819291403
79808,13407.660378140657
83412,17254.59813981967
89386,17586.194225834577
89889,21671.502565766627
108249,16554.37249886282
98252,8708.06256620249
83525,9455.212099765613
102595,9845.970229152661
94255,11242.676370037592
91259,25992.614791088698
99539,6814.676342791981
97379,24412.98997672703
104452,25519.668003180523
88479,11089.8265076669
95424,35838.15974494152
94732,45227.328789584266
89025,10288.130795102823
89497,39106.28848625636
92405,14428.920763561575
95346,15632.652108321574
91337,17505.103195756074
97739,12736.01723246128
81087,12163.658499790352
80661,10875.47651551732
105537,13041.553519176112
81073,28297.104871474236
102770,9806.921003352767
99299,9701.030855756566
77528,19516.274541622348
95278,30498.945958238877
106536,17855.299008691723
79421,14721.030663105992
105026,24614.49380297007
97887,11525.857185054452
106163,19119.272749646025
103242,10914.16647978398
103098,8070.717910486377
76195,15701.303155913232
103418,10627.237950467432
102091,12308.346783996018
102341,7687.761652817313
100315,21158.458812386147
100377,7743.917276907655
78857,21299.734789829847
93748,29194.92356213449
107891,9881.288555587149
77063,28637.912181322423
86916,8096.539950907105
108347,9833.539272666772
94475,18415.54236517772
100383,12565.073314102969
80618,32448.317033007264
98926,10084.228995805943
77228,14334.609175598784
106915,15222.28525575998
92594,11921.228838111825
80745,33681.24116762959
78361,10753.917180490318
95725,26206.43698614326
105171,6135.88285148117
87007,9685.572838935057
104121,15887.679849998896
92877,15933.907671496996
108335,45721.413433765476
101357,13476.905274988483
89325,9744.732344106129
103144,7905.411811532449
101413,6332.967783596493
85182,10903.859741735936
84097,16994.465310695305
101970,5769.338531894926
98315,5407.141397243063
89048,11384.645039285928
106141,8743.191537470979
87105,17130.423895252527
88472,11482.064226204271
93361,15443.355701028971
87040,7974.932030208298
99831,11596.519021519694
95677,12359.758100279161
89770,6468.109509540554
77371,27870.61575795497
107143,18622.84033825329
100271,11863.47080781288
83905,11422.157288464541
101531,16254.529065283677
90617,8046.0643654633295
83895,18518.97199230151
89453,13952.013083348682
106012,20653.059775794194
76381,19498.95148201314
106986,15940.116826258663
84143,12576.076288832213
91665,45302.17252204731
81350,13692.043662155344
80422,13240.481495978622
84794,6498.072248402807
81156,30895.780950175522
77082,34919.24716762942
97356,9243.466922075337
82730,17152.68161195204
99244,9837.29872982718
85538,15814.15971444055
101585,11095.981311804082
90288,9631.94900558919
98799,2989.738907092142
93547,21111.54864382966
85142,9441.165058908544
82012,32308.866346241073
89654,15825.95194651313
102304,13404.990904848722
79288,42727.371975709255
77400,11599.261478354987
98597,6186.40679880507
103156,8130.854127734289
95446,27191.75354240235
97036,9165.074249788333
101401,8570.940097947867
80817,10041.63937341561
84078,6629.4657530284585
95390,27538.39823009582
79883,24640.814783367863
104059,12964.500008033068
103041,11254.001900843066
81651,13228.052799077142
100432,10730.844588358954
84933,13915.937356130435
81600,18061.696962703267
78379,7962.496244391711
90816,7895.627715908752
107414,9602.65247765624
105633,20805.902791574204
99508,7400.905691584157
100874,8287.930754285773
104208,17358.03607562475
84774,11798.909545740551
96518,12961.34039982085
91543,22025.926630039736
107146,20297.041559908972
94426,16155.561817818967
99059,9275.980818924985
96640,8235.12208519426
81277,9167.680170631997
102409,12517.557241888491
104800,13080.393262952566
107498,18505.532807322175
90942,44469.720804060526
80202,22809.669432941097
76794,16340.431831553049
88973,13881.81169359397
91958,59580.68736431584
80562,18919.97895938555
103486,7221.049301284298
95237,15882.403056914105
105569,14861.98089055145
106560,26562.42336184714
107977,13644.613903853226
90076,16652.940257329155
93050,15897.329167108637
80609,27827.987147124742
88557,16312.303460009418
90894,19352.75086890151
83669,6573.472416338022
78849,14814.101408672803
101275,7608.619567131728
91858,7873.5470249131195
96243,14235.21279981898
106227,26047.96403674426
105300,16053.540444628108
93065,33206.040766634374
78002,12572.38323193524
82500,13710.12405832834
78204,9193.884957113567
107851,8849.233474405184
86217,6919.699451107245
82662,7442.883755702886
93324,34194.75453608597
79680,13150.501082631674
104920,22201.88558117043
96735,12898.831880591715
89992,7827.741551644663
106961,25927.73626993566
80078,14809.241393362812
101429,9946.105573929022
95551,19199.30120997715
79937,53573.01646963557
80680,19580.55141444811
99448,11896.834153717075
93909,32525.693869887447
96888,9605.815269006536
104584,12096.766757046405
107289,21680.805890291293
84126,15664.452590026762
101282,10569.28023457097
92474,21760.54538836844
88871,15393.18450148831
107177,16417.283009915656
